Judet,UAT,Localitate,Siruta,"Nr sectie de votare","Nume sectie de votare",Mediu,"Înscriși pe liste permanente",LP,LS,LSC,UM,LT,"Barbati 18-24","Barbati 25-34","Barbati 35-44","Barbati 45-64","Barbati 65+","Femei 18-24","Femei 25-34","Femei 35-44","Femei 45-64","Femei 65+","Barbati 18","Barbati 19","Barbati 20","Barbati 21","Barbati 22","Barbati 23","Barbati 24","Barbati 25","Barbati 26","Barbati 27","Barbati 28","Barbati 29","Barbati 30","Barbati 31","Barbati 32","Barbati 33","Barbati 34","Barbati 35","Barbati 36","Barbati 37","Barbati 38","Barbati 39","Barbati 40","Barbati 41","Barbati 42","Barbati 43","Barbati 44","Barbati 45","Barbati 46","Barbati 47","Barbati 48","Barbati 49","Barbati 50","Barbati 51","Barbati 52","Barbati 53","Barbati 54","Barbati 55","Barbati 56","Barbati 57","Barbati 58","Barbati 59","Barbati 60","Barbati 61","Barbati 62","Barbati 63","Barbati 64","Barbati 65","Barbati 66","Barbati 67","Barbati 68","Barbati 69","Barbati 70","Barbati 71","Barbati 72","Barbati 73","Barbati 74","Barbati 75","Barbati 76","Barbati 77","Barbati 78","Barbati 79","Barbati 80","Barbati 81","Barbati 82","Barbati 83","Barbati 84","Barbati 85","Barbati 86","Barbati 87","Barbati 88","Barbati 89","Barbati 90","Barbati 91","Barbati 92","Barbati 93","Barbati 94","Barbati 95","Barbati 96","Barbati 97","Barbati 98","Barbati 99","Barbati 100","Barbati 101","Barbati 102","Barbati 103","Barbati 104","Barbati 105","Barbati 106","Barbati 107","Barbati 108","Barbati 109","Barbati 110","Barbati 111","Barbati 112","Barbati 113","Barbati 114","Barbati 115","Barbati 116","Barbati 117","Barbati 118","Barbati 119","Barbati 120","Femei 18","Femei 19","Femei 20","Femei 21","Femei 22","Femei 23","Femei 24","Femei 25","Femei 26","Femei 27","Femei 28","Femei 29","Femei 30","Femei 31","Femei 32","Femei 33","Femei 34","Femei 35","Femei 36","Femei 37","Femei 38","Femei 39","Femei 40","Femei 41","Femei 42","Femei 43","Femei 44","Femei 45","Femei 46","Femei 47","Femei 48","Femei 49","Femei 50","Femei 51","Femei 52","Femei 53","Femei 54","Femei 55","Femei 56","Femei 57","Femei 58","Femei 59","Femei 60","Femei 61","Femei 62","Femei 63","Femei 64","Femei 65","Femei 66","Femei 67","Femei 68","Femei 69","Femei 70","Femei 71","Femei 72","Femei 73","Femei 74","Femei 75","Femei 76","Femei 77","Femei 78","Femei 79","Femei 80","Femei 81","Femei 82","Femei 83","Femei 84","Femei 85","Femei 86","Femei 87","Femei 88","Femei 89","Femei 90","Femei 91","Femei 92","Femei 93","Femei 94","Femei 95","Femei 96","Femei 97","Femei 98","Femei 99","Femei 100","Femei 101","Femei 102","Femei 103","Femei 104","Femei 105","Femei 106","Femei 107","Femei 108","Femei 109","Femei 110","Femei 111","Femei 112","Femei 113","Femei 114","Femei 115","Femei 116","Femei 117","Femei 118","Femei 119","Femei 120"
AB,"MUNICIPIUL ALBA IULIA",MICEŞTI,1017,47,"ŞCOALA GIMNAZIALĂ MICEŞTI - SALA DE SPORT",U,1279,665,78,0,0,743,18,44,109,130,57,29,72,95,134,55,1,0,4,2,4,5,2,3,4,4,4,2,2,7,7,3,8,10,9,14,11,11,10,8,14,14,8,14,9,8,11,11,7,4,9,4,4,5,3,7,7,2,7,4,8,3,3,5,5,8,5,3,8,2,6,4,2,2,0,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,2,4,4,2,3,8,5,3,1,13,10,9,10,10,11,13,9,9,10,12,11,6,6,8,7,11,16,7,3,9,6,3,6,7,7,6,9,4,7,2,5,8,7,4,4,5,5,2,8,6,4,8,0,2,1,5,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL ALBA IULIA",MICEŞTI,1017,48,"ŞCOALA GIMNAZIALĂ MICEŞTI",U,1486,782,74,0,1,857,31,36,83,184,89,31,52,80,170,101,6,3,8,4,5,5,0,1,2,6,2,3,6,4,2,3,7,3,8,5,17,8,8,9,8,12,5,12,10,10,6,13,17,7,10,10,8,6,12,8,10,4,5,3,9,14,10,6,10,6,6,9,10,6,3,2,5,6,6,2,6,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,4,2,2,6,2,2,7,3,3,4,6,5,8,7,7,10,6,8,11,9,8,3,10,6,9,8,7,7,7,15,12,7,3,7,15,10,7,7,6,9,8,6,10,11,8,10,5,8,10,10,9,5,4,7,9,4,2,5,4,1,2,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL ALBA IULIA",OARDA,1017,49,"CĂMINUL CULTURAL OARDA DE JOS",U,1297,652,51,0,1,704,26,31,64,152,83,22,39,48,157,82,10,5,3,2,2,1,3,1,5,3,3,5,1,2,3,1,7,15,5,2,5,3,6,7,7,5,9,3,12,2,10,7,9,3,17,8,10,6,6,11,9,9,5,6,3,8,8,4,6,3,6,7,7,3,9,6,7,6,3,1,5,5,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,3,2,3,2,1,3,3,5,1,4,4,2,7,9,5,5,10,4,3,6,7,3,2,3,10,4,10,9,13,11,2,5,5,7,10,8,17,2,8,4,13,5,8,6,7,3,3,6,9,6,5,8,7,5,6,2,4,2,1,1,1,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL ALBA IULIA",OARDA,1017,50,"GRĂDINIŢA CU PROGRAM NORMAL OARDA DE SUS",U,733,339,32,0,0,371,20,19,35,82,33,12,22,26,82,40,2,1,2,3,3,5,4,4,0,3,1,1,3,2,0,2,3,4,3,4,2,7,0,5,5,2,3,1,0,6,5,5,3,8,6,7,4,3,5,5,7,3,3,2,3,3,3,3,2,1,6,3,2,2,1,2,3,1,2,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,2,1,1,2,2,2,2,1,2,2,1,2,6,4,4,4,2,3,3,1,2,0,3,4,3,3,2,3,8,3,3,6,10,4,3,9,3,2,3,3,6,2,2,3,3,8,1,3,2,2,4,3,4,2,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL ALBA IULIA",PÂCLIŞA,1017,51,"ŞCOALA PRIMARĂ PÂCLIŞA",U,841,367,31,0,0,398,13,29,30,86,52,11,26,33,70,48,2,1,1,4,1,2,2,2,4,1,1,1,4,4,6,4,2,2,1,2,3,3,6,3,3,4,3,4,1,10,4,5,8,3,3,3,6,6,4,6,1,4,3,3,2,6,4,6,3,2,3,3,6,1,4,6,2,1,8,3,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,1,2,1,3,3,2,2,4,4,2,2,2,2,0,0,5,5,3,4,1,3,5,7,1,7,3,4,3,3,3,5,4,5,4,4,7,1,1,3,4,1,2,5,6,7,3,0,2,2,5,8,4,3,0,1,1,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL AIUD",AIUD,1213,52,"ȘCOALA GIMNAZIALĂ ”OVIDIU HULEA” AIUD",U,1296,535,38,0,0,573,13,18,42,104,76,13,25,47,142,93,2,3,3,1,1,1,2,2,2,2,2,2,4,0,0,1,3,2,4,5,6,5,7,3,3,5,2,5,3,0,8,6,7,4,7,4,2,6,6,3,3,5,6,8,6,7,8,10,8,9,12,5,4,3,5,3,4,4,1,3,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,0,0,3,1,5,2,1,4,2,2,4,2,1,2,2,5,2,4,6,4,6,7,3,8,5,3,3,6,8,8,3,6,10,4,8,5,6,3,11,11,14,11,7,10,9,8,10,5,8,8,5,10,7,4,3,4,3,1,1,3,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL AIUD",AIUD,1213,53,"ȘCOALA GIMNAZIALĂ ”OVIDIU HULEA” AIUD",U,1451,583,80,0,1,664,14,41,41,129,97,20,40,48,138,96,3,4,0,1,2,2,2,5,2,2,6,4,3,4,3,6,6,4,6,0,2,4,4,3,4,8,6,10,4,8,6,10,5,5,8,5,7,8,7,5,4,6,5,6,8,7,5,4,10,9,6,7,10,6,8,6,6,4,3,4,4,3,1,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,2,1,1,4,9,3,1,2,2,4,2,6,5,6,4,5,4,6,6,7,2,3,7,4,5,4,10,9,1,5,4,8,5,6,12,16,7,7,7,11,10,6,2,3,7,4,10,2,7,13,8,8,4,7,1,5,2,2,5,1,1,2,2,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL AIUD",AIUD,1213,54,"ŞCOALA GIMNAZIALĂ ”OVIDIU HULEA” AIUD",U,951,359,67,0,0,426,7,25,38,87,68,14,20,28,86,53,1,0,1,2,0,0,3,2,0,5,0,4,4,4,4,0,2,3,4,5,2,6,3,5,6,2,2,7,3,2,6,3,5,2,12,4,4,6,2,5,1,3,2,3,6,4,7,4,1,5,6,4,4,7,10,2,7,3,4,2,1,2,0,2,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,2,0,2,1,1,2,4,2,0,2,2,2,2,3,2,1,5,0,2,2,4,5,4,3,5,4,2,5,3,4,1,6,5,4,6,4,9,9,3,3,4,3,2,4,1,4,0,11,6,5,4,3,5,4,2,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL AIUD",AIUD,1213,56,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”PRIMII PAŞI” AIUD",U,875,380,51,0,0,431,10,19,30,92,69,13,16,29,84,69,0,1,1,1,1,1,5,2,1,1,2,1,1,1,4,2,4,2,4,3,3,2,4,3,3,4,2,5,7,2,7,2,5,3,5,4,6,4,4,5,2,6,8,3,4,6,4,3,8,10,6,5,5,3,2,3,4,2,6,1,2,0,1,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,2,3,2,2,2,1,0,2,2,0,1,4,4,1,2,2,2,3,4,5,1,5,3,2,0,0,6,5,4,4,4,6,2,7,5,4,5,1,7,10,4,5,5,8,5,6,8,7,1,3,4,7,2,2,1,2,1,0,1,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL AIUD",AIUD,1213,57,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”PRIMII PAŞI” AIUD",U,1062,451,41,0,0,492,13,28,25,104,76,12,23,32,100,79,0,1,4,2,1,2,3,2,2,1,4,4,2,1,5,3,4,6,6,1,2,1,2,2,1,2,2,4,3,3,6,6,5,5,4,1,6,8,9,7,6,5,2,4,10,2,8,7,2,4,6,5,5,4,5,0,5,5,7,4,1,3,0,5,2,0,1,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,2,2,2,1,2,1,1,3,5,5,3,1,1,1,5,3,3,1,5,2,2,5,5,4,3,3,3,3,2,6,5,5,9,8,10,9,5,4,5,4,4,1,7,2,5,5,5,3,9,10,9,4,3,4,2,5,3,3,1,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL AIUD",AIUD,1213,58,"ȘCOALA GIMNAZIALĂ ”AXENTE SEVER” AIUD",U,1197,442,51,0,143,636,56,68,54,135,63,14,26,35,107,78,2,11,21,9,6,5,2,9,6,8,2,1,5,11,13,10,3,4,5,7,8,3,8,3,5,4,7,8,8,7,8,4,8,8,9,6,9,4,9,15,4,3,1,6,4,4,10,2,4,5,7,4,4,5,5,3,3,2,2,5,3,2,0,1,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,4,1,3,3,3,3,2,1,1,2,5,3,1,6,3,4,1,3,1,4,7,5,7,4,7,2,6,5,3,6,12,4,7,2,8,3,2,3,7,9,6,4,6,4,1,10,5,7,3,4,6,5,3,1,5,5,5,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL AIUD",AIUD,1213,59,"ŞCOALA GIMNAZIALĂ ”AXENTE SEVER” AIUD",U,1093,403,31,0,131,565,34,50,68,129,64,14,16,26,92,72,1,3,1,9,9,7,4,3,4,10,5,6,3,5,4,4,6,7,10,9,4,1,6,6,10,6,9,4,10,9,7,8,7,5,3,10,7,8,11,7,6,8,3,5,5,2,4,10,2,4,5,4,3,7,7,1,1,4,2,2,3,3,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,1,1,0,1,0,0,0,1,3,2,2,3,2,3,3,4,1,4,2,3,1,2,5,1,1,10,2,3,2,12,3,4,4,3,5,8,4,5,5,6,4,2,4,5,7,7,3,6,3,7,8,4,6,2,6,3,1,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL AIUD",AIUD,1213,60,"ŞCOALA GIMNAZIALĂ ”AXENTE SEVER” AIUD",U,1085,449,29,0,111,589,38,68,62,99,63,10,21,37,101,90,3,1,5,7,7,9,6,7,3,8,8,5,11,5,5,10,6,6,8,9,8,2,5,5,6,5,8,5,9,1,8,5,8,10,9,4,2,5,4,5,3,2,4,0,9,3,3,5,5,5,5,4,4,7,3,4,1,7,3,3,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,1,1,2,1,5,1,1,2,1,2,4,2,2,5,3,1,3,6,6,4,2,5,2,6,6,3,1,6,6,7,5,5,3,2,4,4,8,4,6,4,6,8,7,5,5,2,5,10,8,10,9,6,9,3,2,3,1,2,2,0,2,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL AIUD",AIUD,1213,61,"ŞCOALA GIMNAZIALĂ ”AXENTE SEVER” AIUD",U,1060,429,32,0,132,593,38,61,79,97,72,11,18,36,85,96,5,7,5,7,4,5,5,6,6,14,10,2,5,3,1,11,3,5,7,8,12,5,9,8,4,13,8,5,10,4,1,8,8,5,6,9,4,5,4,6,4,1,1,3,6,3,4,4,4,7,2,3,8,3,6,9,5,3,4,2,4,1,1,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,2,1,1,1,3,1,3,1,2,1,5,0,1,4,4,2,1,5,2,3,5,5,5,7,6,6,4,8,6,3,4,4,3,0,8,3,2,1,3,4,3,4,6,5,6,10,10,7,6,6,8,8,6,4,4,4,4,2,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL AIUD",AIUD,1213,62,"ȘCOALA GIMNAZIALĂ „AXENTE SEVER” AIUD",U,1183,482,21,0,126,629,26,58,67,102,105,14,15,25,83,134,3,3,0,4,3,7,6,2,7,5,6,7,6,4,7,8,6,3,6,10,7,5,10,6,7,8,5,6,6,7,4,5,1,2,8,14,6,5,6,4,3,0,5,5,8,4,3,4,2,9,8,13,11,10,4,7,4,5,3,7,3,4,2,2,1,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,6,1,2,0,1,1,0,4,0,3,2,2,2,1,4,2,4,1,1,0,4,3,5,3,3,5,3,4,2,1,4,8,1,5,5,7,4,5,3,2,5,6,7,8,12,14,15,7,12,11,13,6,10,2,5,8,2,3,1,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL AIUD",AIUD,1213,63,"COLEGIUL NAŢIONAL ”TITU MAIORESCU” AIUD",U,1399,567,55,0,55,677,11,36,46,143,98,17,33,62,141,90,3,1,1,3,0,1,2,1,3,3,2,5,6,4,3,4,5,4,2,6,4,7,10,4,2,4,3,7,6,4,8,9,3,8,11,6,10,10,8,11,7,8,6,10,4,5,2,5,8,5,12,12,7,10,8,5,4,2,5,1,5,1,2,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,4,2,3,3,3,4,5,2,2,1,3,5,2,6,8,4,7,7,11,8,2,2,3,10,5,2,5,8,13,5,5,9,8,10,7,9,7,5,3,8,8,6,10,8,9,5,10,4,6,4,7,5,4,13,3,2,5,3,0,2,1,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL AIUD",AIUD,1213,64,"LICEUL TEHNOLOGIC AIUD",U,704,269,15,0,0,284,6,10,23,44,46,7,14,22,56,56,1,1,2,1,0,0,1,1,1,0,1,1,2,1,1,1,1,2,0,5,4,0,2,3,1,5,1,1,4,4,4,2,1,1,2,1,1,5,4,0,4,4,2,0,2,0,2,1,2,5,7,4,2,2,2,7,2,2,6,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,0,0,1,0,1,0,0,2,1,3,1,5,0,3,4,3,1,2,1,3,3,2,3,2,2,3,0,2,2,4,2,3,2,9,3,0,3,1,2,6,3,4,8,3,4,3,5,7,4,2,4,3,0,3,2,1,1,1,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL AIUD",AIUD,1213,65,"LICEUL TEHNOLOGIC AIUD",U,622,257,19,0,0,276,7,10,24,42,49,4,13,24,57,46,2,0,1,2,1,0,1,2,0,0,1,0,1,2,1,1,2,1,3,3,1,2,3,3,5,0,3,1,3,7,2,1,2,3,0,0,0,2,2,5,1,3,1,0,1,1,7,3,2,5,6,5,6,2,2,3,5,3,2,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,2,0,0,1,1,2,3,0,1,3,1,3,3,1,4,5,0,3,0,4,1,2,1,2,3,0,1,4,0,3,7,3,5,1,5,2,5,4,3,5,4,5,9,6,2,2,3,1,4,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL AIUD",AIUD,1213,55,"ŞCOALA GIMNAZIALĂ ”OVIDIU HULEA” AIUD",U,1123,494,27,0,0,521,14,26,43,117,57,6,34,36,125,63,1,2,2,2,2,4,1,2,0,2,2,4,4,2,4,4,2,6,4,6,5,5,5,4,3,3,2,9,3,10,4,6,4,5,10,5,6,8,5,6,8,3,6,3,3,5,8,5,6,7,5,5,4,5,4,2,4,1,3,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0,4,1,5,1,2,3,6,3,3,6,4,6,3,3,3,2,1,8,1,5,3,9,6,9,3,6,4,6,4,5,2,14,7,3,7,6,11,5,11,4,5,3,5,5,5,2,3,5,7,6,1,2,5,3,1,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL AIUD","AIUDUL DE SUS",1213,66,"ŞCOALA GIMNAZIALĂ ”LIVIU REBREANU” AIUDUL DE SUS",U,862,301,19,0,0,320,10,12,23,78,35,11,18,29,64,40,1,2,1,2,1,0,3,0,0,2,0,0,2,2,3,1,2,0,2,6,1,3,1,5,0,1,4,5,3,2,7,3,3,2,5,2,6,7,7,6,4,3,6,1,3,1,2,4,6,3,1,1,2,0,3,0,1,1,0,3,2,1,1,1,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,3,2,1,6,1,3,1,4,1,1,0,0,3,2,0,4,4,4,2,1,6,3,0,3,2,2,4,3,3,6,3,6,2,1,7,7,1,3,4,2,2,3,2,1,1,4,2,1,3,6,6,3,2,2,2,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL AIUD","AIUDUL DE SUS",1213,67,"ŞCOALA GIMNAZIALĂ ”LIVIU REBREANU” AIUDUL DE SUS",U,1090,353,14,0,0,367,9,16,35,77,37,14,13,35,74,57,3,0,2,1,0,2,1,3,3,1,0,0,4,0,1,2,2,4,7,1,4,1,2,3,4,6,3,6,3,1,3,4,5,5,3,4,6,4,7,6,5,3,4,0,4,2,2,2,3,4,3,0,4,4,4,1,3,0,0,2,2,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,2,0,3,1,2,0,1,3,1,2,0,2,2,0,7,3,2,2,2,3,1,5,5,5,3,4,8,3,4,5,3,6,4,7,3,8,3,4,2,1,3,1,0,2,3,2,4,2,7,7,5,6,4,0,3,1,0,3,2,4,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL AIUD",CIUMBRUD,1213,71,"LICEUL TEHNOLOGIC AGRICOL ”ALEXANDRU BORZA” CIUMBRUD",U,1063,419,25,0,0,444,20,20,31,110,44,16,17,38,89,59,4,5,2,1,4,4,0,3,0,3,0,3,0,3,1,1,6,4,5,5,2,3,2,2,2,4,2,3,5,11,3,9,6,5,7,8,6,5,4,8,1,3,8,6,4,5,3,3,3,5,1,1,2,4,3,3,1,1,3,5,3,1,0,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,4,2,2,3,1,3,3,2,0,1,2,2,0,3,3,2,4,3,5,4,3,6,5,3,2,3,2,7,7,1,5,6,6,4,6,6,6,9,4,7,0,4,3,1,8,1,6,6,4,1,4,6,3,5,2,3,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL AIUD",GÂMBAŞ,1213,68,"FOSTA ŞCOALĂ GENERALĂ GÎMBAŞ",U,402,161,20,0,0,181,7,10,22,46,17,6,10,15,34,14,0,1,1,3,0,1,1,1,2,0,0,1,0,1,1,2,2,4,3,4,0,0,1,2,5,1,2,0,3,3,7,1,4,3,1,4,2,3,1,3,2,0,1,0,3,3,2,2,2,2,3,1,1,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,0,2,0,2,2,0,2,0,2,0,1,1,1,2,0,1,3,0,3,3,3,0,4,1,2,1,1,3,1,0,2,1,3,1,2,2,4,0,3,0,1,2,1,1,1,2,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL AIUD","GÂRBOVA DE JOS",1213,72,"ŞCOALA PRIMARĂ GÎRBOVA DE JOS",U,387,144,34,0,0,178,7,10,7,43,32,3,9,13,32,22,0,2,2,1,1,0,1,3,0,0,4,0,1,1,1,0,0,0,0,0,3,0,0,2,1,1,0,3,2,1,1,0,3,4,1,4,1,1,6,6,1,0,0,2,1,1,5,1,3,2,3,3,4,1,2,0,4,1,2,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,2,1,0,2,2,1,0,2,0,2,2,0,2,1,3,2,0,2,2,1,0,5,3,4,3,0,2,1,0,3,0,0,2,0,2,4,1,0,4,0,2,2,4,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
